region,source,image,l_mean,l_median,l_mode,l_max,l_min,l_skew,l_kurt,a_mean,a_median,a_mode,a_max,a_min,a_skew,a_kurt,b_mean,b_median,b_mode,b_max,b_min,b_skew,b_kurt
US,NBC,img_17.jpg,152.9949951171875,192.0,237,253,0,-0.5141161316092668,-1.3297617631868792,128.7923583984375,129.0,128,141,122,1.1810146577576568,2.7479212960192303,128.61285400390625,126.0,123,155,120,0.9041839986825082,-0.14885359153667777
US,NBC,img_29.jpg,151.1815185546875,158.0,228,255,0,-0.5153094196919209,-0.5893317162029086,128.99127197265625,128.0,128,156,123,2.132525961150699,9.971955270203017,129.94097900390625,129.0,128,147,118,1.2632490323424337,2.552920716356799
US,NBC,img_15.jpg,88.27911376953125,70.0,27,254,0,0.5158483941912517,-0.9710055493871024,131.55059814453125,131.0,130,152,122,1.8981758412260812,5.0980385050685975,125.6151123046875,127.0,125,150,92,-1.1280577236311362,2.899423481544444
US,NBC,img_4.jpg,115.12689208984375,103.5,9,254,0,0.09001410500325671,-1.5168657632536908,127.3699951171875,127.0,128,154,108,0.2739318072284341,2.947783591180867,125.0570068359375,129.0,130,177,76,-0.29793812759189814,0.3476545627716239
US,NBC,img_5.jpg,44.62689208984375,33.0,1,253,0,1.4268336402393074,2.2378885740661625,134.0709228515625,132.0,130,152,121,0.6247504673032765,-0.4142873396941944,131.48565673828125,131.0,130,149,115,0.517072128046649,1.1849242220933043
US,NBC,img_28.jpg,128.01519775390625,130.0,147,251,0,-0.19719887824447824,-0.8081865716103906,131.1630859375,131.0,130,169,110,1.0143696915732654,4.997090519647921,136.1287841796875,136.0,129,206,62,0.7938414609412674,7.977441788996185
US,NBC,img_98.jpg,93.9962158203125,66.0,1,255,0,0.7303207530663476,-0.7937824110590821,132.2930908203125,130.0,130,155,121,1.1320521996612298,0.3083679789086893,129.93206787109375,130.0,133,154,109,-0.14695586139405123,-0.01634335771040174
US,NBC,img_73.jpg,139.716064453125,158.0,205,255,0,-0.3840740600904812,-1.181707314236781,130.8660888671875,130.0,129,152,112,1.4468854579265078,4.721842550102836,121.5958251953125,120.0,118,147,102,0.3951546646625729,-0.3717705968497751
US,NBC,img_67.jpg,147.570068359375,171.0,196,252,0,-0.9352580543301402,-0.2999173571859308,123.6766357421875,123.0,122,149,113,1.893765714403462,6.864910456445072,109.81500244140625,109.0,103,164,82,0.21528376597557608,-0.7625236376339561
US,NBC,img_66.jpg,136.11834716796875,134.0,181,255,1,-0.08387264365799559,-1.0008492208693205,128.9622802734375,129.0,130,143,120,0.34801777053743466,0.40265077153795703,131.91607666015625,136.0,140,166,94,-0.7587932636010863,-0.23142743756615003
US,NBC,img_72.jpg,106.76739501953125,105.0,58,246,0,0.032466232411221665,-1.093985554327947,128.47607421875,129.0,129,166,90,-3.206283167614278,28.111262135857963,129.18310546875,129.0,125,162,96,0.6090599040692701,3.3849116154965797
US,NBC,img_99.jpg,98.00225830078125,75.0,5,255,0,0.5927078501007216,-0.9801405716538456,127.71295166015625,128.0,128,147,107,-0.6847831832253932,6.194410597715011,131.23583984375,130.0,128,182,91,0.9134007442144084,18.666749384211837
US,NBC,img_64.jpg,96.431396484375,87.0,27,251,0,0.4392617793655624,-0.8919039989643913,130.108154296875,129.0,128,182,111,2.2315846940541055,11.94850578587282,126.61004638671875,126.0,126,203,62,1.2686730800656956,8.546509382145816
US,NBC,img_70.jpg,113.505859375,109.0,2,254,0,0.15927531878278467,-1.0869935132143107,130.92669677734375,131.0,130,150,119,0.21378257747711332,-0.09424898984498764,133.83953857421875,136.0,136,157,105,-0.5791629438545574,-0.547541785669269
US,NBC,img_58.jpg,78.807373046875,69.0,5,237,0,0.36043927230294853,-1.0802378578832839,131.590576171875,131.0,130,154,121,1.334181618425932,3.142262000858528,136.37310791015625,136.0,130,164,101,-0.08663120405002786,-0.2723877914800221
US,NBC,img_59.jpg,136.581787109375,142.0,142,238,0,-0.6059817135577448,0.17463100335672754,127.8707275390625,128.0,128,144,122,2.8497609862832145,13.981310306550196,129.2603759765625,131.0,132,154,115,-0.20516476804340886,0.5444485023164858
US,NBC,img_71.jpg,123.40740966796875,130.0,159,251,0,-0.25921717778671877,-0.5689521869789704,130.29486083984375,130.0,128,146,121,0.5019332535742677,0.7278222981425024,129.9822998046875,130.0,129,139,121,-0.3448437323329042,-0.5612156971345859
US,NBC,img_65.jpg,104.22760009765625,104.0,2,255,0,0.25031683873453037,-0.8923773496994483,128.729248046875,129.0,128,143,116,0.07349410982903633,6.243880606102511,129.47259521484375,130.0,130,148,85,-1.484333340059648,5.383306240693081
US,NBC,img_49.jpg,126.899169921875,122.0,255,255,0,0.15034485997205885,-1.00345046238372,129.52386474609375,129.0,128,144,120,0.058674498511337526,1.5227943721625818,127.76953125,128.0,128,144,117,-0.4673866848165289,0.33595701615621243
US,NBC,img_61.jpg,114.11492919921875,114.0,2,250,0,-0.024123992967704493,-1.0720939954103357,129.73187255859375,130.0,130,143,113,-0.2971109672926737,0.9311429970719654,133.2926025390625,133.0,130,167,111,0.07351070792568558,-0.5566400322527167
US,NBC,img_75.jpg,76.35906982421875,70.0,58,251,0,1.1336983047245277,1.8998672705870936,130.2186279296875,130.0,130,144,121,0.4411104434365311,0.7989579103971685,133.44818115234375,133.0,133,153,119,0.2606032042728844,2.6189094040360636
US,NBC,img_74.jpg,107.90069580078125,107.0,161,254,0,0.16959266305773527,-0.5411671316513051,128.662353515625,129.0,128,142,99,-2.086531113136314,18.985771249883044,130.631591796875,131.0,131,155,107,-0.19675884579494696,-0.10902905252972328
US,NBC,img_60.jpg,124.73480224609375,103.0,245,255,0,0.391548367512948,-1.1839191686852772,128.74871826171875,128.0,128,142,119,0.6927252695993623,1.1065390942124447,130.33612060546875,130.0,128,145,124,0.5369818578397073,-0.2870873984302542
US,NBC,img_48.jpg,145.11065673828125,120.0,244,255,0,0.29441724305541767,-1.2569410044554308,128.0191650390625,128.0,128,146,117,1.486354792759668,6.2363075663297245,129.62811279296875,131.0,135,149,116,-0.13689161826024362,-1.3111286125384334
US,NBC,img_89.jpg,122.7740478515625,133.0,12,255,0,-0.009761844358329868,-1.4368130690020844,126.73431396484375,127.0,128,163,90,0.4159312914767298,0.9873885801729316,126.30853271484375,126.0,126,220,47,0.6861992629373413,2.8379497458227254
US,NBC,img_76.jpg,113.4737548828125,112.0,1,252,0,0.013603524364958906,-1.765011186961714,123.64910888671875,124.0,128,160,107,-0.09489079422986672,2.149096082204629,115.96881103515625,117.0,126,167,87,0.1775005037825993,-0.07061333131909109
US,NBC,img_62.jpg,116.1224365234375,103.0,5,253,0,0.16532578459475505,-1.493969477011135,128.60101318359375,128.0,128,136,122,-0.1945985330628148,0.5598250399506473,128.27703857421875,129.0,129,149,100,-0.3339706866057066,0.045594250845809814
US,NBC,img_63.jpg,121.7945556640625,127.0,200,220,0,-0.24077988858711702,-1.5265406188219262,128.9727783203125,128.0,128,182,117,5.1192076251206355,39.554459991391575,125.60205078125,125.0,121,150,117,0.987990778802288,1.0210890450473595
US,NBC,img_77.jpg,104.583740234375,86.0,230,251,0,0.4701525039694905,-1.0492512184724085,128.80712890625,128.0,128,152,118,2.370092269132538,10.033615147863914,129.08135986328125,128.0,128,152,85,-1.2166313451281763,11.365171074938425
US,NBC,img_88.jpg,136.3321533203125,134.0,141,252,0,0.04761048177251285,-0.03717276643464151,131.09161376953125,130.0,130,156,117,2.366934955744335,14.156682113866054,131.04364013671875,129.0,129,186,105,1.1393525863272234,2.4472134215411687
US,NBC,img_91.jpg,166.7537841796875,174.0,190,243,6,-1.622335526362138,3.4047395583334685,128.47515869140625,129.0,131,147,115,-0.3972425476236371,-0.4585095324210182,140.11297607421875,154.0,161,199,93,-0.29359143032169593,-1.5943467059295109
US,NBC,img_85.jpg,125.577392578125,135.0,154,251,0,-0.4477578791376605,-0.49065122290165863,137.89385986328125,139.0,141,174,102,-0.29522631905318353,-0.20946952516794193,115.12060546875,128.0,147,193,50,-0.11510072575632532,-1.111548469805979
US,NBC,img_52.jpg,81.02288818359375,76.0,58,238,0,0.43552736016202354,-0.09308832041768555,129.08612060546875,130.0,128,164,102,-1.1910562379235585,5.123686194862353,116.25604248046875,121.0,96,195,87,0.6314018473560471,0.657195585568116
US,NBC,img_46.jpg,120.172119140625,121.0,224,249,0,-0.031029214537635543,-1.4340314138786205,128.29730224609375,128.0,128,175,106,0.7668998984906488,1.4227877391316364,130.06890869140625,126.0,126,211,76,1.3420423616242458,2.1868699448586693
US,NBC,img_47.jpg,90.39056396484375,82.0,77,194,0,0.5031351496534149,-0.48544493893629204,132.0941162109375,133.0,133,147,115,-0.44444063431734177,0.06371289567522664,134.88189697265625,137.0,136,159,111,-0.7783593579070729,-0.4431562595701126
US,NBC,img_53.jpg,129.3260498046875,139.0,159,254,0,-0.5510832188498889,-0.34041667801577,131.8651123046875,133.0,135,147,112,-0.6732738810847975,0.12747488702264054,137.9896240234375,140.0,143,152,114,-0.6350551539780406,-0.6240439474745658
US,NBC,img_84.jpg,90.54376220703125,89.0,27,238,0,0.2711356797398091,-0.5933445392824503,127.24090576171875,127.0,128,134,109,-2.7180265253253886,18.777021122444964,129.183349609375,130.0,131,142,107,-1.211962842040198,1.5669233688011879
US,NBC,img_90.jpg,86.9033203125,66.0,54,252,0,0.779134784434194,-0.3965987145995138,136.920166015625,136.0,128,190,116,1.378315461338909,4.511454410970384,124.1441650390625,130.0,130,195,66,0.1549815085455517,-1.0270526726986882
US,NBC,img_86.jpg,115.86309814453125,115.0,223,251,0,0.16523562035145734,-1.3961218677406126,134.75469970703125,131.0,130,174,110,1.381749022014358,1.9320259893434928,119.6337890625,123.0,130,156,57,-1.108966708282625,1.0032821272213335
US,NBC,img_92.jpg,149.70648193359375,166.0,241,254,0,-0.4159038479747655,-0.9666293235975703,127.841064453125,128.0,128,158,111,-0.16994636393541065,-0.4198183911567708,129.428466796875,130.0,130,167,99,-0.06510373382710515,-0.2576432351863356
US,NBC,img_45.jpg,77.72021484375,78.0,27,251,0,0.4537812945548351,0.00750647746483013,129.369384765625,129.0,128,145,123,0.5533378382652159,0.8771264222251447,130.6658935546875,130.0,128,161,117,1.0759768398107503,3.5463337303962774
US,NBC,img_51.jpg,119.91644287109375,106.0,36,251,15,0.3019673022139642,-1.1239112964609386,136.70709228515625,136.0,130,183,114,1.1312077231177518,3.314619632630233,124.9512939453125,125.0,123,203,71,0.3082319850786183,-0.7479363559311172
US,NBC,img_79.jpg,108.14697265625,112.0,7,255,0,0.04262747682674258,-1.3049671260887883,140.43499755859375,130.0,128,206,113,1.4306618544519454,0.8861291497033617,121.50634765625,125.0,126,187,44,-0.10476299890050436,-0.2865467282373322
US,NBC,img_78.jpg,110.9183349609375,113.0,3,251,0,-0.12061011671415513,-1.236152639917589,130.15606689453125,129.0,128,174,92,1.0452301356580227,4.8578820170332975,126.59661865234375,128.0,130,181,51,0.23422211324706876,2.7359792402891907
US,NBC,img_50.jpg,90.51959228515625,80.0,27,249,0,0.3390854442663383,-1.0480675529742092,129.6634521484375,129.0,128,152,112,1.664596649167331,4.670989648839692,129.93316650390625,129.0,128,165,97,0.6476976105355072,1.3142265861575595
US,NBC,img_44.jpg,88.888671875,73.0,9,255,0,0.5120291321332019,-1.0401632107934977,131.0914306640625,130.0,128,154,114,1.0441481211557613,1.4823780723425992,131.29205322265625,131.0,130,170,105,0.9225809649848018,5.362420372416857
US,NBC,img_93.jpg,99.25311279296875,98.0,2,248,0,0.08281868292557083,-1.103919514758827,130.27801513671875,130.0,130,143,106,-1.1996906057333576,6.123522117290346,132.6148681640625,132.0,130,160,112,0.3250099808428702,0.43597952708942467
US,NBC,img_87.jpg,129.5391845703125,107.0,252,255,0,0.375036679315927,-1.2453731558225907,127.9564208984375,128.0,127,144,111,0.8787319633183648,4.827857670487557,135.82281494140625,136.0,129,187,122,0.6625452328322837,1.5403279916483816
US,NBC,img_83.jpg,117.640625,122.0,220,251,0,0.07685457518471049,-1.1843995034545567,126.55523681640625,129.0,129,136,99,-1.64319396360285,2.874098372218447,137.183349609375,129.0,129,187,87,0.8993554128901828,-0.12995713997035763
US,NBC,img_97.jpg,107.2962646484375,100.0,9,255,0,0.31941310987700955,-0.7857091402257526,128.3636474609375,128.0,128,158,115,3.4425919076152294,24.755768867487987,130.6766357421875,131.0,131,152,118,0.06349235122734027,-0.2376137042577442
US,NBC,img_68.jpg,145.2711181640625,149.0,228,246,15,-0.06459947326268346,-1.7505900125598073,140.9481201171875,131.0,129,191,122,1.081740163684724,0.4008935222142398,116.52178955078125,128.0,130,183,62,-0.4879911751301889,-0.45004426723466695
US,NBC,img_40.jpg,98.24151611328125,93.0,58,254,0,0.5504830050969107,-0.1477473355785932,129.54425048828125,129.0,129,156,123,1.889066623841662,11.221828092548574,127.37109375,128.0,125,149,111,-0.2084489579147183,-0.412705245533163
US,NBC,img_54.jpg,99.4124755859375,103.0,1,233,0,-0.16303006964637531,-0.32690873079549965,128.59234619140625,129.0,128,165,87,-0.6390345641162758,26.12725938380407,126.39141845703125,125.0,125,190,92,1.1135172910185003,5.689228621881888
US,NBC,img_55.jpg,60.39569091796875,42.0,1,255,0,1.2973398133507907,0.921114220666436,131.05487060546875,130.0,130,147,112,1.508974771555701,3.299643522282598,131.339599609375,130.0,130,180,94,1.6546985111538104,10.000355969825609
US,NBC,img_41.jpg,96.3638916015625,96.0,27,245,0,0.12312012889440889,-1.425677096909547,129.12957763671875,130.0,130,144,115,-0.9830113882572855,3.2107905026229195,124.31951904296875,126.0,125,155,93,-1.4421244805834412,1.5947064858132531
US,NBC,img_69.jpg,83.103759765625,61.0,1,255,0,1.010401189321809,-0.12614012434585442,128.3272705078125,128.0,128,135,118,0.3353715482180221,5.098928910748633,126.79522705078125,128.0,128,135,117,-1.1665884295919382,1.4095296318654658
US,NBC,img_96.jpg,95.58831787109375,83.0,54,254,0,0.8320044038287513,-0.11765835263013447,130.47711181640625,129.0,126,188,113,3.032999249011013,10.87490520268407,126.28912353515625,114.0,102,186,94,0.9393241218802354,-0.5603501749985069
US,NBC,img_82.jpg,105.34124755859375,54.0,1,255,0,0.2558122273707371,-1.7864557391248745,131.4898681640625,128.0,128,203,117,3.6205628309889177,14.392644881171307,125.1727294921875,126.0,126,192,46,-1.6143224394725033,9.429185757859488
US,NBC,img_94.jpg,143.7548828125,154.0,218,255,1,-0.26303166928772304,-1.2972571962504518,127.483154296875,127.0,126,169,74,-0.906845053206057,5.293978160656167,134.11529541015625,132.0,131,185,51,-0.39891620808263223,-0.17781367149457505
US,NBC,img_80.jpg,71.0657958984375,59.0,27,244,0,0.9018475474104809,0.3503491300550752,128.927978515625,129.0,128,145,124,2.4114796724921086,12.831528697172374,130.19696044921875,130.0,129,145,123,1.0242742027424483,3.02001824812708
US,NBC,img_57.jpg,99.7855224609375,68.0,9,255,0,0.48587256418339875,-1.3748564521581923,129.1300048828125,129.0,128,137,116,0.4525507723718479,4.057593256337898,130.10931396484375,130.0,131,174,118,0.816951764335808,4.037455563230676
US,NBC,img_43.jpg,121.32818603515625,117.0,27,254,0,-0.059316559698272965,-1.4004349039387243,126.45623779296875,128.0,128,144,109,-1.3745516259677832,2.3785467081001137,132.31170654296875,130.0,130,175,97,0.29550948236666186,0.26395627270507527
US,NBC,img_42.jpg,102.10455322265625,100.0,80,231,0,0.1004164265406716,-0.712081815482625,128.91302490234375,128.0,128,156,118,1.8597483984143093,7.09558256816797,130.6494140625,131.0,131,148,84,-1.0605648105091963,7.363531611335082
US,NBC,img_56.jpg,57.2850341796875,50.0,27,252,0,1.160543778036744,1.5580502600819681,127.92535400390625,128.0,128,141,103,-1.1539640809349225,15.767681676358173,132.69842529296875,132.0,131,146,122,0.6663969352391016,0.40515627636045703
US,NBC,img_81.jpg,121.64215087890625,122.0,1,255,0,-0.00938494837582153,-1.3199788965988462,129.61590576171875,129.0,128,179,112,2.314146691157775,13.497939425844255,125.03472900390625,125.0,127,199,67,1.5783530895586273,9.740464392039804
US,NBC,img_95.jpg,75.6451416015625,71.0,33,255,2,1.2076939049702504,1.943305942167469,129.8258056640625,128.0,128,166,108,1.5166069481556304,2.257603729096255,126.66510009765625,128.0,116,156,82,-0.22344565599847063,-0.48214883572745615
US,NBC,img_31.jpg,71.02703857421875,34.0,2,254,0,0.8198158171440966,-0.6041884569639899,135.0614013671875,134.0,130,173,119,0.7512612392857937,0.399285341612146,129.0478515625,128.0,126,167,79,-0.12779038376310772,0.03286662375568428
US,NBC,img_25.jpg,99.9786376953125,71.0,253,255,0,0.5993419896431161,-1.1077403781518886,130.4176025390625,130.0,128,145,114,0.19903705928472695,1.9048441705657746,132.5252685546875,132.0,130,153,121,0.6754986544182076,0.5563962355245904
US,NBC,img_19.jpg,113.55169677734375,114.0,9,255,0,0.1027166915015417,-1.046769073830539,130.7001953125,130.0,130,149,118,1.2865800126286389,5.183375076091476,128.24481201171875,128.0,125,155,106,0.050763291814588274,-0.7400795373454652
US,NBC,img_8.jpg,103.26904296875,117.0,0,244,0,-0.21031307328217094,-0.9841022278881715,128.2086181640625,127.0,128,160,115,1.8338920161652745,4.05354305519342,144.674072265625,147.0,150,169,121,-0.36484274069926304,-0.5959724936953621
US,NBC,img_9.jpg,132.58538818359375,121.0,238,253,0,0.1055557776528023,-1.0704940041286004,128.920654296875,128.0,128,140,116,-0.15566734203480168,1.226175209676387,130.985595703125,131.0,127,156,121,0.5860536190198703,0.7440651357093171
US,NBC,img_18.jpg,123.33953857421875,128.0,180,240,0,-0.3385253914789129,-0.7689757248735818,129.73760986328125,130.0,130,138,119,0.31553524111331455,-0.03013157326197513,119.84234619140625,122.0,125,161,90,-0.41939675593728276,0.6194281891628632
US,NBC,img_24.jpg,79.7393798828125,67.0,27,254,0,1.200326767203878,0.9063568600860852,131.29315185546875,131.0,130,180,120,3.001560624105446,21.126391275656538,131.5814208984375,131.0,131,158,116,0.6036008043707456,1.056355537453057
US,NBC,img_30.jpg,152.317626953125,134.0,253,255,0,-0.13939310476606656,-1.5532366934682404,128.47113037109375,128.0,128,140,121,0.33698125402823725,1.7948685190387312,132.7525634765625,131.0,128,147,125,0.7408908035073614,-0.49578128634383845
US,NBC,img_26.jpg,87.02374267578125,74.0,2,249,0,0.48801941157370465,-0.9574652164558315,131.8702392578125,131.0,130,150,118,1.0561361585249398,2.3234415592570734,134.43817138671875,133.0,130,172,105,0.7675385898517396,0.4387174107362952
US,NBC,img_32.jpg,97.76690673828125,103.0,0,245,0,-0.24842790166583678,-0.7392115709193732,127.1549072265625,128.0,128,143,105,-2.198047155103846,9.086134373106557,130.16278076171875,130.0,131,159,78,-2.089164816002842,14.846439059500636
US,NBC,img_33.jpg,132.6810302734375,144.0,223,241,0,-0.2801690238478774,-1.4798093666003822,127.88720703125,128.0,130,136,122,-0.37099761010289173,-0.9371606507157568,123.4052734375,124.0,125,148,105,0.18976732115452638,0.26038821481349483
US,NBC,img_27.jpg,122.3912353515625,111.0,253,255,0,0.3180692295671521,-0.9681701178499371,128.509521484375,128.0,128,150,120,2.1796181786413413,8.707555419807502,129.87469482421875,130.0,131,162,95,-0.1372485942796642,5.967887078065774
US,NBC,img_23.jpg,131.04815673828125,136.0,187,255,0,-0.16513466341787353,-1.0275087735211985,129.81048583984375,129.0,128,160,105,0.5815904941457095,4.936704091253674,133.533203125,132.0,131,217,58,1.1608093235938897,4.869062789595317
US,NBC,img_37.jpg,79.3018798828125,82.0,77,254,0,0.09789542245058983,0.3264698703796931,126.11187744140625,126.0,126,152,117,2.1762105362706303,6.808181237558875,142.84942626953125,142.0,140,168,125,0.46216533000821264,0.3668066742297986
US,NBC,img_36.jpg,137.3004150390625,145.0,235,255,0,-0.28639207173740017,-1.1080474441392814,135.4722900390625,130.0,128,204,111,2.4579596641054393,5.7844606949894946,130.65509033203125,130.0,126,189,95,0.8443169523641232,3.1135038712215453
US,NBC,img_22.jpg,122.30657958984375,113.0,80,255,0,0.39629885107120394,-0.8222306692936097,126.56439208984375,127.0,128,138,117,-0.25780025565066056,0.3171667347084277,130.11883544921875,130.0,125,159,110,0.12312404159009273,-0.3676023382896463
US,NBC,img_34.jpg,125.65313720703125,129.0,176,255,0,-0.14325507583484098,-0.7706119723900766,134.9119873046875,134.0,133,158,107,0.8943798421936646,3.263014471177309,142.66510009765625,140.0,130,181,112,0.3877207243905711,-0.830379590293842
US,NBC,img_20.jpg,124.53131103515625,110.0,214,242,0,0.05596945700699158,-1.4432441632045852,125.8507080078125,126.0,125,132,120,0.36792346283106486,0.5000550832313277,129.96673583984375,131.0,131,143,120,-0.24259602626574628,-1.1091357768544952
US,NBC,img_21.jpg,81.82891845703125,73.0,36,243,0,0.5550572036645147,-0.32754131665266195,124.57806396484375,125.0,128,137,114,0.011779901546349326,-1.1643235401950667,136.7991943359375,137.0,135,154,99,-0.23613770618629473,1.106611109234886
US,NBC,img_35.jpg,141.0029296875,145.0,147,254,2,-0.30756872541001323,-0.5919276046622275,133.93341064453125,132.0,131,195,109,3.0493845420574694,11.68696900333798,137.458740234375,137.0,139,169,97,0.4695052619769394,1.122122294048796
US,NYT,img_10.jpg,88.10577392578125,91.0,1,253,0,0.12458537043046201,-1.20509196559854,127.40362548828125,128.0,128,148,95,-1.0376920870895219,1.7789304723771062,123.00433349609375,125.0,126,209,94,1.2384862779388959,3.0317141925240847
US,NYT,img_38.jpg,117.57366943359375,101.0,227,242,0,0.4700609270550448,-0.9110854812015621,128.28466796875,128.0,128,145,110,-1.725910244355685,10.582695505630264,131.41925048828125,130.0,123,160,109,0.9536650723783207,0.7668269152907383
US,NYT,img_1.jpg,115.4442138671875,101.0,223,243,0,0.4068810978383496,-0.861076144532888,128.75836181640625,129.0,128,135,121,0.27677095138702684,0.5106731169606391,131.03521728515625,132.0,131,150,118,-0.2137750083813396,-0.5719155765772537
US,NYT,img_0.jpg,108.69281005859375,115.0,114,252,0,-0.23459702785081726,-0.7803000418260657,128.61834716796875,129.0,130,141,116,-1.068365819599812,1.7360470254642628,131.5233154296875,131.0,132,166,117,1.105104528825136,2.5626165550800684
US,NYT,img_39.jpg,83.7445068359375,79.0,54,241,0,0.41578353042995636,-0.3054677032405455,127.7818603515625,128.0,128,154,108,0.19265995059877208,3.6774185073153083,128.8013916015625,129.0,131,160,107,0.2274116653739714,0.5205832311394611
US,NYT,img_11.jpg,73.52392578125,64.0,27,254,0,0.7712918371894482,0.11928351459418796,128.86279296875,129.0,128,139,120,0.11877825341408854,3.4435896932526857,127.32421875,128.0,128,142,104,-0.5108289281723001,1.6814952717815492
US,NYT,img_13.jpg,116.56634521484375,107.0,77,229,0,0.16238125244803306,-1.173795310629592,130.04681396484375,130.0,130,140,123,0.9372549890208673,1.8507009765250722,128.1856689453125,128.0,125,151,111,0.30040361720168113,-0.06644463377398813
US,NYT,img_2.jpg,151.72344970703125,154.0,220,254,0,-0.32341217570113995,-1.211336178891137,129.3701171875,129.0,129,139,112,0.15405174751570866,5.661144014513118,129.3868408203125,128.0,125,153,114,0.8771347702968102,0.12715196804881135
US,NYT,img_3.jpg,137.323974609375,137.0,246,255,0,-0.0075155434942153826,-0.757069273094034,132.69207763671875,132.0,129,158,119,0.5281339347430547,0.7530620686551632,143.36614990234375,143.0,130,171,122,0.1451133307266173,-1.012907391697837
US,NYT,img_12.jpg,102.88958740234375,86.0,181,228,0,0.09783494362783807,-1.3707915880214618,129.76239013671875,130.0,128,145,122,0.7398837599642412,2.334162721265801,132.6741943359375,133.0,129,181,125,2.202406697629929,14.210445536903453
US,NYT,img_16.jpg,71.90155029296875,82.0,77,197,0,-0.24048370199959085,-0.24211797032631344,130.1580810546875,130.0,128,149,118,1.466658846966446,4.300816876969819,125.13323974609375,125.0,118,157,116,1.0843830644404784,2.591000230125543
US,NYT,img_7.jpg,71.75140380859375,68.0,61,199,0,0.34461284230604144,-0.6184011679614208,128.29791259765625,128.0,128,139,106,-1.5595114748981846,19.94029830381172,130.10491943359375,131.0,131,139,117,-0.7181170007472206,0.12463798262940262
US,NYT,img_6.jpg,87.17083740234375,79.0,54,255,0,0.6853017220165339,0.03803147936266704,134.23431396484375,133.0,132,201,119,4.4128228210100815,24.91627578311825,137.491455078125,136.0,135,183,116,1.0426728811963248,3.262756758363845
US,NYT,img_17.jpg,96.12139892578125,83.0,155,177,0,0.011766832998777848,-1.4447854981930806,128.2103271484375,128.0,128,133,123,-0.03801160507399328,0.3578596068997171,123.196533203125,124.0,125,146,115,0.4398113841240976,0.49942306528582536
US,NYT,img_29.jpg,78.81634521484375,74.0,12,221,0,0.2429251332765626,-1.0906671647701354,128.7196044921875,129.0,128,142,122,1.0009043108888633,6.422801781916528,128.1292724609375,128.0,128,138,117,0.3116787186974306,2.883395401559917
US,NYT,img_15.jpg,84.05657958984375,84.0,27,183,0,-0.005130640431378466,-1.3424307518174055,132.56280517578125,132.0,133,156,113,0.8380438457756753,2.048655616440615,132.58209228515625,135.0,139,180,110,0.005675698848539463,0.25345287221684165
US,NYT,img_4.jpg,114.86053466796875,137.0,7,249,0,-0.36133604003478387,-1.3614542178952893,127.10089111328125,128.0,130,144,117,-0.07592579832108101,0.5869467243207338,129.3896484375,128.0,128,191,114,4.347965393729244,30.684141575150754
US,NYT,img_5.jpg,130.79718017578125,137.0,213,240,0,-0.21560626301006455,-1.1135407538824034,128.21905517578125,128.0,128,143,122,1.6518263136609252,7.53823942670161,121.78179931640625,120.0,118,141,111,0.6660979492144881,-0.5895700652928011
US,NYT,img_28.jpg,90.0140380859375,87.0,2,251,0,0.22723013453752353,-1.091985722886059,129.21466064453125,130.0,130,167,101,-0.48613576013210447,2.7931397673164353,124.32244873046875,125.0,126,201,77,1.2208381499084127,4.545354256276149
US,NYT,img_98.jpg,49.7818603515625,36.0,2,233,0,1.5227778962493925,1.9053637602617224,126.11578369140625,126.0,126,135,119,-0.14501943044169402,0.28079549528861314,128.10498046875,127.0,126,141,119,0.6585031034835317,0.16880030545158853
US,NYT,img_73.jpg,115.4161376953125,120.0,36,227,0,-0.11641193614567022,-1.2054437586420637,130.9532470703125,130.0,130,155,123,2.0090512092594115,5.276483013291317,130.3905029296875,129.0,129,154,118,0.7848245365038031,0.7367249083178908
US,NYT,img_67.jpg,69.9129638671875,61.0,9,219,0,1.0787603293597121,0.49675345543497906,127.6419677734375,128.0,128,141,119,0.9810138089401428,4.695550653180894,124.4146728515625,126.0,125,139,106,-1.1328144531211934,0.8693066798256148
US,NYT,img_66.jpg,91.03125,78.0,27,248,0,0.7022519249787494,-0.4506644336684622,127.57470703125,127.0,128,177,111,2.569100149044795,17.948258161403068,128.63726806640625,131.0,133,164,77,-1.4715901868244405,4.542843742501456
US,NYT,img_72.jpg,43.19281005859375,36.0,8,237,0,1.1672753429714178,1.5740305529498961,133.38092041015625,132.0,128,178,108,1.867897047139125,5.311294543624481,136.53045654296875,136.0,130,182,113,0.7128997575155912,0.9202650604118121
US,NYT,img_99.jpg,95.4051513671875,86.0,5,255,0,0.3598200038222979,-1.0578247380085621,130.8194580078125,129.0,128,185,120,4.728197734743315,23.5877441613837,133.27813720703125,133.0,130,164,115,0.3362833437677699,0.23671063540665305
US,NYT,img_64.jpg,148.65594482421875,167.0,173,251,0,-0.709792776682581,-0.3034500976720116,123.63787841796875,125.0,117,146,110,0.28248266948444983,-0.9184443809351035,150.25347900390625,141.0,182,195,80,-0.27144151317913806,-1.1240602559584412
US,NYT,img_70.jpg,87.4305419921875,87.0,2,252,0,0.20494841227998895,-0.970640103831311,129.23138427734375,129.0,128,157,119,1.8200979944630813,12.552954139246376,131.68115234375,131.0,130,156,113,0.35243864881075143,1.673456302402836
