source,image,people_count
People's_Daily,img_82.jpg,1
People's_Daily,img_7.jpg,0
People's_Daily,img_13.jpg,7
People's_Daily,img_12.jpg,1
People's_Daily,img_29.jpg,2
People's_Daily,img_37.jpg,0
People's_Daily,img_75.jpg,0
People's_Daily,img_48.jpg,1
People's_Daily,img_6.jpg,1
People's_Daily,img_85.jpg,1
People's_Daily,img_79.jpg,0
People's_Daily,img_17.jpg,1
People's_Daily,img_96.jpg,4
People's_Daily,img_73.jpg,0
People's_Daily,img_31.jpg,8
People's_Daily,img_5.jpg,0
People's_Daily,img_80.jpg,3
People's_Daily,img_67.jpg,0
People's_Daily,img_18.jpg,1
People's_Daily,img_93.jpg,0
People's_Daily,img_4.jpg,4
People's_Daily,img_21.jpg,0
People's_Daily,img_9.jpg,1
People's_Daily,img_86.jpg,1
People's_Daily,img_23.jpg,0
People's_Daily,img_15.jpg,6
People's_Daily,img_99.jpg,2
People's_Daily,img_55.jpg,5
People's_Daily,img_2.jpg,0
People's_Daily,img_50.jpg,1
People's_Daily,img_0.jpg,2
People's_Daily,img_41.jpg,4
People's_Daily,img_20.jpg,0
People's_Daily,img_3.jpg,8
People's_Daily,img_32.jpg,0
People's_Daily,img_40.jpg,0
People's_Daily,img_59.jpg,2
People's_Daily,img_92.jpg,1
People's_Daily,img_1.jpg,0
People's_Daily,img_10.jpg,5
People's_Daily,img_56.jpg,1
People's_Daily,img_16.jpg,1
People's_Daily,img_71.jpg,0
People's_Daily,img_90.jpg,1
People's_Daily,img_53.jpg,5
People's_Daily,img_74.jpg,1
People's_Daily,img_88.jpg,0
People's_Daily,img_30.jpg,1
People's_Daily,img_68.jpg,0
People's_Daily,img_24.jpg,2
People's_Daily,img_34.jpg,0
People's_Daily,img_91.jpg,2
People's_Daily,img_95.jpg,4
People's_Daily,img_36.jpg,3
People's_Daily,img_78.jpg,0
People's_Daily,img_60.jpg,0
People's_Daily,img_33.jpg,0
People's_Daily,img_35.jpg,1
People's_Daily,img_84.jpg,6
People's_Daily,img_77.jpg,1
People's_Daily,img_70.jpg,1
People's_Daily,img_42.jpg,2
People's_Daily,img_58.jpg,2
People's_Daily,img_54.jpg,1
People's_Daily,img_45.jpg,0
People's_Daily,img_19.jpg,2
People's_Daily,img_28.jpg,0
Xinhua_News_Agency,img_27.jpg,1
Xinhua_News_Agency,img_25.jpg,6
Xinhua_News_Agency,img_46.jpg,1
Xinhua_News_Agency,img_62.jpg,0
Xinhua_News_Agency,img_76.jpg,2
Xinhua_News_Agency,img_57.jpg,1
Xinhua_News_Agency,img_72.jpg,1
Xinhua_News_Agency,img_81.jpg,1
Xinhua_News_Agency,img_94.jpg,2
Xinhua_News_Agency,img_38.jpg,0
Xinhua_News_Agency,img_51.jpg,1
Xinhua_News_Agency,img_66.jpg,4
Xinhua_News_Agency,img_26.jpg,5
Xinhua_News_Agency,img_83.jpg,2
Xinhua_News_Agency,img_69.jpg,4
Xinhua_News_Agency,img_11.jpg,9
Xinhua_News_Agency,img_65.jpg,2
Xinhua_News_Agency,img_43.jpg,1
Xinhua_News_Agency,img_8.jpg,5
Xinhua_News_Agency,img_39.jpg,5
Xinhua_News_Agency,img_44.jpg,2
Xinhua_News_Agency,img_63.jpg,2
Xinhua_News_Agency,img_97.jpg,0
Xinhua_News_Agency,img_22.jpg,1
Xinhua_News_Agency,img_52.jpg,1
Xinhua_News_Agency,img_98.jpg,6
Xinhua_News_Agency,img_89.jpg,7
Xinhua_News_Agency,img_47.jpg,1
Xinhua_News_Agency,img_49.jpg,0
Xinhua_News_Agency,img_61.jpg,7
Xinhua_News_Agency,img_87.jpg,1
Xinhua_News_Agency,img_82.jpg,3
Xinhua_News_Agency,img_7.jpg,3
Xinhua_News_Agency,img_13.jpg,2
Xinhua_News_Agency,img_12.jpg,1
Xinhua_News_Agency,img_29.jpg,0
Xinhua_News_Agency,img_37.jpg,2
Xinhua_News_Agency,img_75.jpg,3
Xinhua_News_Agency,img_48.jpg,2
Xinhua_News_Agency,img_6.jpg,6
Xinhua_News_Agency,img_85.jpg,0
Xinhua_News_Agency,img_79.jpg,3
Xinhua_News_Agency,img_17.jpg,5
Xinhua_News_Agency,img_96.jpg,5
Xinhua_News_Agency,img_73.jpg,0
Xinhua_News_Agency,img_31.jpg,1
Xinhua_News_Agency,img_5.jpg,5
Xinhua_News_Agency,img_80.jpg,1
Xinhua_News_Agency,img_67.jpg,0
Xinhua_News_Agency,img_18.jpg,1
Xinhua_News_Agency,img_93.jpg,1
Xinhua_News_Agency,img_4.jpg,0
Xinhua_News_Agency,img_21.jpg,2
Xinhua_News_Agency,img_9.jpg,2
Xinhua_News_Agency,img_86.jpg,0
Xinhua_News_Agency,img_23.jpg,0
Xinhua_News_Agency,img_15.jpg,0
Xinhua_News_Agency,img_99.jpg,1
Xinhua_News_Agency,img_55.jpg,2
Xinhua_News_Agency,img_2.jpg,5
Xinhua_News_Agency,img_50.jpg,0
Xinhua_News_Agency,img_0.jpg,1
Xinhua_News_Agency,img_41.jpg,1
Xinhua_News_Agency,img_20.jpg,0
Xinhua_News_Agency,img_3.jpg,0
Xinhua_News_Agency,img_32.jpg,0
Xinhua_News_Agency,img_40.jpg,3
Xinhua_News_Agency,img_59.jpg,4
Xinhua_News_Agency,img_92.jpg,3
Xinhua_News_Agency,img_1.jpg,4
Xinhua_News_Agency,img_10.jpg,2
Xinhua_News_Agency,img_56.jpg,5
Xinhua_News_Agency,img_16.jpg,8
Xinhua_News_Agency,img_71.jpg,0
Xinhua_News_Agency,img_90.jpg,1
Xinhua_News_Agency,img_53.jpg,2
Xinhua_News_Agency,img_74.jpg,5
Xinhua_News_Agency,img_88.jpg,1
Xinhua_News_Agency,img_30.jpg,6
Xinhua_News_Agency,img_68.jpg,1
Xinhua_News_Agency,img_24.jpg,0
Xinhua_News_Agency,img_34.jpg,1
Xinhua_News_Agency,img_91.jpg,0
Xinhua_News_Agency,img_95.jpg,0
Xinhua_News_Agency,img_36.jpg,0
Xinhua_News_Agency,img_78.jpg,0
Xinhua_News_Agency,img_60.jpg,0
Xinhua_News_Agency,img_33.jpg,4
Xinhua_News_Agency,img_35.jpg,2
Xinhua_News_Agency,img_84.jpg,3
Xinhua_News_Agency,img_77.jpg,0
Xinhua_News_Agency,img_70.jpg,4
Xinhua_News_Agency,img_42.jpg,2
Xinhua_News_Agency,img_58.jpg,0
Xinhua_News_Agency,img_54.jpg,7
Xinhua_News_Agency,img_45.jpg,0
Xinhua_News_Agency,img_19.jpg,1
Xinhua_News_Agency,img_28.jpg,0
